Page,Key,English,Arabic (Current),Arabic (Corrected),Notes
developers,partLabel,Partnership Model,نموذج الشراكة,,
developers,partTitle,Launch in Weeks. Measure in Viewings. Scale to Your Portfolio.,أطلقوا في أسابيع. قيسوا بالمعاينات. توسّعوا عبر المحفظة.,,
developers,port1Desc,"Configure the platform once. Launch new project portals in days — not months. Same dashboard, new project, shared buyer intelligence.",هيّئوا المنصة مرة واحدة. أطلقوا بوابات مشاريع جديدة في أيام — لا أشهر. لوحة تحكّم واحدة، مشروع جديد، وذكاء مشتري مشترك.,,
developers,port1Icon,🏗️,🏗️,,
developers,port1Title,"Deploy Once, Scale Everywhere",انشر مرة واحدة، وتوسّع في كل مكان,,
developers,port2Desc,A buyer who engaged with your downtown tower also gets flagged when your waterfront project launches. Portfolio-level insights that single-project tools can't provide.,المشتري الذي تفاعل مع برجكم في وسط المدينة يُوسَم تلقائياً عند إطلاق مشروع الواجهة البحرية. رؤى على مستوى المحفظة لا توفّرها أدوات المشروع الواحد.,,
developers,port2Icon,📊,📊,,
developers,port2Title,Cross-Project Buyer Signals,إشارات المشترين عبر المشاريع,,
developers,port3Desc,"No more rebuilding sales infrastructure for every new launch. Your templates, buyer segments, and analytics framework carry forward.",لا مزيد من إعادة بناء البنية التحتية للمبيعات مع كل إطلاق جديد. القوالب وشرائح المشترين وإطار التحليلات تنتقل معكم.,,
developers,port3Icon,🔄,🔄,,
developers,port3Title,Eliminate Repeated Setup,تخلّصوا من الإعداد المتكرّر,,
developers,portDesc,"Unlike single-project tools, DynamicNFC deploys across your entire portfolio. Buyer intelligence from Project A carries to Project B. A prospect who viewed penthouses in Tower One gets penthouse-first content when Tower Two launches.",على عكس أدوات المشروع الواحد، تنتشر DynamicNFC عبر محفظتكم بالكامل. بيانات المشتري الذكية من المشروع (أ) تنتقل إلى المشروع (ب). العميل الذي استعرض البنتهاوس في البرج الأول يحصل على محتوى البنتهاوس أولاً حين يُطلَق البرج الثاني.,,
developers,portLabel,Portfolio Scale,نطاق المحفظة,,
developers,portTitle,One Platform. Every Project. Cross-Portfolio Intelligence.,منصة واحدة. كل المشاريع. ذكاء مشترك عبر المحفظة.,,
developers,roi1Label,Conversion to Viewing,معدّل التحويل إلى معاينة,,
developers,roi1Sub,VIP invitees vs. anonymous traffic,مدعوّو VIP مقابل الزيارات المجهولة,,
developers,roi1Val,3.2×,٣٫٢×,,
developers,roi2Label,Faster Decision Cycle,دورة قرار أسرع,,
developers,roi2Sub,From first portal access to booked viewing,من أول دخول للبوابة إلى حجز المعاينة,,
developers,roi2Val,47%,٤٧٪,,
developers,roi3Label,Identified Engagement,تفاعل معرّف الهوية,,
developers,roi3Sub,Every interaction linked to a named buyer,كل تفاعل مرتبط بمشترٍ مُسمّى,,
developers,roi3Val,100%,١٠٠٪,,
developers,roiDesc,This is not about clicks or dashboards. It's about one thing: an increase in booked viewings and decision speed.,الأمر لا يتعلّق بالنقرات أو لوحات التحكّم. يتعلّق بشيء واحد: زيادة المعاينات المحجوزة وتسريع اتخاذ القرار.,,
developers,roiLabel,Why This Matters,لماذا هذا مهم,,
developers,roiTitle,"Sales Velocity, Not Vanity Metrics.",سرعة المبيعات، لا مقاييس التباهي.,,
developers,shiftDesc,"What if you stopped treating your project website as a brochure, and instead treated it as a private experience for selected prospects? Not everyone — only those you intentionally invite.",ماذا لو توقّفتم عن التعامل مع موقع المشروع كنشرة إعلانية، وحوّلتموه بدلاً من ذلك إلى تجربة حصرية لعملاء مختارين؟ ليس للجميع — فقط لمن تدعونهم بشكل مقصود.,,
developers,shiftLabel,The Shift,التحوّل,,
developers,shiftTitle,From Public Website to Private Invitation,من موقع إلكتروني عام إلى دعوة خاصة,,
developers,stat1Label,Higher Engagement,معدّل تفاعل أعلى,,
developers,stat1Val,47%,٤٧٪,,
developers,stat2Label,Conversion to Viewing,معدّل التحويل إلى معاينة,,
developers,stat2Val,3.2×,٣٫٢×,,
developers,stat3Label,Identified Buyers,مشترون معرّفو الهوية,,
developers,stat3Val,100%,١٠٠٪,,
developers,successClose,Close,إغلاق,,
developers,successDesc,Thank you. Our developer partnerships team will review your portfolio details and reach out within 24 hours.,شكراً لكم. سيراجع فريق شراكات المطوّرين تفاصيل محفظتكم ويتواصل معكم خلال ٢٤ ساعة.,,
developers,successTitle,Pilot Request Submitted,تم إرسال طلب التجربة التشغيلية,,
developers,uc1Desc,"Launch a 500-unit tower with VIP Access Keys for your top 200 prospects. Each card unlocks a portal showing their preferred floor, view orientation, and payment plan — before a single phone call is made. Your sales team sees who opened the portal, what they viewed, and who is ready for a callback.",أطلقوا برجاً من ٥٠٠ وحدة مع مفاتيح وصول VIP لأفضل ٢٠٠ عميل محتمل. كل بطاقة تفتح بوابة تعرض الطابق المفضّل واتجاه الإطلالة وخطة السداد — قبل إجراء أي مكالمة هاتفية. يرى فريق مبيعاتكم من فتح البوابة، وماذا استعرض، ومن المستعد للتواصل.,,
developers,uc1Tag1,Floor Selection,اختيار الطابق,,
developers,uc1Tag2,View Orientation,اتجاه الإطلالة,,
developers,uc1Tag3,Payment Plans,خطط السداد,,
developers,uc1Tag4,Buyer Scoring,تصنيف المشتري,,
developers,uc1Title,Residential Towers,الأبراج السكنية,,
developers,uc2Desc,"Across a 2,000-unit master plan, different buyer segments need different experiences. Investors see ROI projections and rental yields. Families see school proximity and parks. DynamicNFC delivers both from the same project — each identified, each tracked.",عبر مخطط رئيسي يضمّ ٢٠٠٠ وحدة، تحتاج شرائح المشترين المختلفة إلى تجارب مختلفة. المستثمرون يرون توقّعات العائد والعوائد الإيجارية. والعائلات ترى قرب المدارس والحدائق. تقدّم DynamicNFC كليهما من المشروع ذاته — كل مشترٍ معرّف الهوية ومُتتبَّع.,,
developers,uc2Tag1,Segment Targeting,استهداف الشرائح,,
developers,uc2Tag2,Phased Releases,إطلاقات مرحلية,,
developers,uc2Tag3,Community Amenities,مرافق المجتمع,,
developers,uc2Tag4,Multi-Phase Tracking,تتبّع متعدّد المراحل,,
developers,uc2Title,Master-Planned Communities,المجتمعات المخطَّطة الكبرى,,
developers,uc3Desc,"For ultra-luxury branded residences, the sales experience must match the brand. VIP Access Keys arrive in a premium box that reflects the brand's design language. The private portal is exclusive, curated, and personal — matching the white-glove standard your buyers expect.",في المساكن الفاخرة ذات العلامات التجارية، يجب أن تُضاهي تجربة البيع مستوى العلامة. تصل مفاتيح وصول VIP في صندوق فاخر يعكس لغة التصميم الخاصة بالعلامة. البوابة الخاصة حصرية ومنسّقة وشخصية — تُطابق معايير الخدمة الراقية التي يتوقّعها المشترون.,,
developers,uc3Tag1,Brand Integration,تكامل العلامة التجارية,,
developers,uc3Tag2,White-Glove Experience,تجربة خدمة راقية,,
developers,uc3Tag3,Concierge Sales,مبيعات الكونسيرج,,
developers,uc3Tag4,Ultra-High-Net-Worth,أصحاب الثروات الفائقة,,
developers,uc3Title,Branded Residences,المساكن ذات العلامات التجارية الفاخرة,,
developers,uc4Desc,"Retail investors, commercial tenants, and residential buyers have fundamentally different needs. DynamicNFC creates distinct portals within the same development — each tailored to what matters most for that buyer type, all feeding the same unified dashboard.",مستثمرو التجزئة والمستأجرون التجاريون والمشترون السكنيون لديهم احتياجات مختلفة جذرياً. تُنشئ DynamicNFC بوابات متمايزة ضمن المشروع الواحد — كلٌّ منها مُصمَّم وفق ما يهمّ ذلك النوع من المشترين، وجميعها يُغذّي لوحة تحكّم موحّدة.,,
developers,uc4Tag1,Multi-Segment,شرائح متعدّدة,,
developers,uc4Tag2,Commercial & Residential,تجاري وسكني,,
developers,uc4Tag3,Investor vs. End-User,مستثمر مقابل مستخدم نهائي,,
developers,uc4Tag4,Unified Analytics,تحليلات موحّدة,,
developers,uc4Title,Mixed-Use Developments,المشاريع متعدّدة الاستخدامات,,
developers,ucDesc,DynamicNFC adapts to every project type in your portfolio — each with its own VIP buyer experience.,تتكيّف DynamicNFC مع كل نوع مشروع في محفظتكم — لكلٍّ منها تجربة VIP خاصة بالمشتري.,,
developers,ucLabel,Use Cases,حالات الاستخدام,,
developers,ucTitle,From Tower Launches to Master-Planned Communities,من إطلاق الأبراج إلى المجتمعات المخطَّطة,,
enterprise,ctaDemo,Explore the Live Demo,استكشف العرض المباشر,,
enterprise,ctaDesc,Turn digital intent into real sales momentum. Start a pilot with 100 VIP invitations and measure the difference in booked viewings within 30 days.,حوِّل النية الرقمية إلى زخم مبيعات حقيقي. ابدأ ببرنامج تجريبي يتضمن ١٠٠ دعوة VIP وقِس الفارق في المعاينات المحجوزة خلال ٣٠ يوماً.,,
enterprise,ctaLabel,Ready to Deploy,جاهز للنشر,,
enterprise,ctaPilot,Request a Pilot Program →,طلب برنامج تجريبي →,,
enterprise,ctaTitle,You're Not Handing Out NFC Cards. You're Issuing Private Invitations.,أنت لا توزّع بطاقات NFC. أنت تُصدر دعوات خاصة.,,
enterprise,demoBadge1,★ VIP Investor,★ مستثمر VIP,,
enterprise,demoBadge2,🏠 Family Buyer,🏠 مشترٍ عائلي,,
enterprise,demoBadge3,🌐 Public Access,🌐 وصول عام,,
enterprise,demoBadge4,📊 Analytics,📊 التحليلات,,
enterprise,demoBadge5,🤖 AI Engine,🤖 محرك الذكاء الاصطناعي,,
enterprise,demoCard1Desc,"Elite investor experience with ROI-focused content, high-floor penthouse showcases, and investment analytics.",تجربة مستثمر نخبوية تركّز على العائد الاستثماري، وعروض البنتهاوس في الطوابق العليا، وتحليلات الاستثمار.,,
enterprise,demoCard1Title,Khalid Al-Rashid Portal,بوابة خالد الراشد,,
enterprise,demoCard2Desc,"Premium homebuyer experience highlighting family-friendly 3BR units, school districts, and community amenities.",تجربة مشترٍ فاخرة تُبرز وحدات ٣ غرف نوم الملائمة للعائلات، والمناطق التعليمية، والمرافق المجتمعية.,,
enterprise,demoCard2Title,Ahmed Al-Fahad Portal,بوابة أحمد الفهد,,
enterprise,demoCard3Desc,Anonymous and registered user browsing experience with adaptive content based on engagement signals.,تجربة تصفح للزوار المجهولين والمسجّلين مع محتوى متكيّف بناءً على إشارات التفاعل.,,
enterprise,demoCard3Title,Global Marketplace,السوق العالمي,,
enterprise,demoCard4Desc,"Real-time engagement metrics, lead scoring, conversion funnels, and A/B testing. See how every tap feeds your sales pipeline.",مقاييس تفاعل لحظية، وتقييم العملاء المحتملين، ومسارات التحويل، واختبارات A/B. شاهد كيف تُغذّي كل لمسة خط أنابيب مبيعاتك.,,
enterprise,demoCard4Title,Corporate Dashboard — Behavioral Intelligence,لوحة التحكم المؤسسية — الذكاء السلوكي,,
enterprise,demoCard5Desc,"Watch AI orchestrate Gmail, Google Calendar, and DocuSign in real-time. Every action is verifiable — click to confirm in your own accounts.",شاهد الذكاء الاصطناعي ينسّق Gmail وGoogle Calendar وDocuSign في الوقت الفعلي. كل إجراء قابل للتحقق — انقر للتأكيد في حساباتك الخاصة.,,
enterprise,demoCard5Title,AI Sales Pipeline — Live MCP Demo,خط أنابيب المبيعات بالذكاء الاصطناعي — عرض MCP مباشر,,
enterprise,demoCta,Explore Full Demo →,استكشف العرض الكامل →,,
enterprise,demoDesc,Explore our fully functional demo environment. Four portals show how DynamicNFC transforms the same project into four distinct experiences — from VIP investors to anonymous browsers.,استكشف بيئة العرض التفاعلية. أربع بوابات توضح كيف تُحوِّل DynamicNFC المشروع ذاته إلى أربع تجارب متمايزة — من مستثمري VIP إلى المتصفحين المجهولين.,,
enterprise,demoLabel,Live Demo,عرض مباشر,,
enterprise,demoTitle,See It In Action — Vista Residences,شاهد النظام قيد التشغيل — فيستا ريزيدنسز,,
enterprise,faq1A,No. DynamicNFC is a layer that sits on top of your existing systems. Your website keeps working. Your CRM keeps working. We enhance both with identity-linked behavioral intelligence that neither can capture alone.,لا. DynamicNFC طبقة تعمل فوق أنظمتك القائمة. يظل موقعك الإلكتروني يعمل، ويظل نظام CRM لديك يعمل. نحن نُعزّز كليهما بذكاء سلوكي مرتبط بالهوية لا يستطيع أي منهما التقاطه بمفرده.,,
enterprise,faq1Q,Is this replacing our website or CRM?,هل يحل هذا محل موقعنا الإلكتروني أو نظام CRM؟,,
enterprise,faq2A,"One metric: increase in booked viewings among VIP invitees versus your control group. Not clicks, not pageviews — real sales activity.",بمقياس واحد: الزيادة في المعاينات المحجوزة بين مدعوّي VIP مقارنةً بالمجموعة الضابطة. لا نقرات ولا مشاهدات صفحات — بل نشاط مبيعات فعلي.,,
enterprise,faq2Q,How do we measure pilot success?,كيف نقيس نجاح البرنامج التجريبي؟,,
enterprise,faq3A,"Consent is baked into the physical experience. When a prospect taps a card they intentionally received, that's explicit opt-in. No dark patterns, no hidden tracking. The tap is the consent.",الموافقة مدمجة في صُلب التجربة الفعلية. حين ينقر العميل المحتمل على بطاقة تلقّاها عمداً، فهذا اشتراك طوعي صريح. لا أنماط مظلمة، ولا تتبّع خفي. اللمسة هي الموافقة.,,
enterprise,faq3Q,What about data privacy and compliance?,ماذا عن خصوصية البيانات والامتثال؟,,
enterprise,faq4A,A premium box with an NFC-enabled VIP Access Key and a personal message. Not a marketing flyer — a private invitation.,صندوق فاخر يحتوي على مفتاح وصول VIP مزوّد بتقنية NFC ورسالة شخصية. ليس منشوراً تسويقياً — بل دعوة خاصة.,,
enterprise,faq4Q,What does the prospect actually receive?,ما الذي يتلقّاه العميل المحتمل فعلياً؟,,
enterprise,faq5A,"A pilot program can launch within 2–4 weeks. We configure your portals, design the premium box experience, program the NFC cards, and connect the analytics dashboard.",يمكن إطلاق البرنامج التجريبي خلال أسبوعين إلى أربعة أسابيع. نُهيئ بواباتك، ونُصمّم تجربة الصندوق الفاخر، ونُبرمج بطاقات NFC، ونربط لوحة التحليلات.,,
enterprise,faq5Q,How fast can we deploy?,ما مدى سرعة النشر؟,,
enterprise,faq6A,"It's about cutting the time from ""Interested"" to ""Viewing"" in half. When your sales team engages at the right moment with the right context, decisions accelerate.","الهدف هو تقليص الوقت من ""مهتم"" إلى ""معاينة"" إلى النصف. حين يتواصل فريق مبيعاتك في اللحظة المناسبة وبالسياق الصحيح، تتسارع القرارات.",,
enterprise,faq6Q,What's the real ROI here?,ما العائد الفعلي على الاستثمار؟,,
enterprise,faqLabel,Questions Executives Ask,أسئلة القيادات التنفيذية,,
enterprise,faqTitle,Addressed Before You Ask Them,أجوبة جاهزة قبل أن تطرح السؤال,,
enterprise,footerText,© 2025 DynamicNFC — Sales Velocity Engine for Real Estate Developers,© ٢٠٢٥ DynamicNFC — محرك تسريع المبيعات للمطورين العقاريين,,
enterprise,heroBadge,Enterprise Sales Velocity Engine,محرك تسريع المبيعات للمؤسسات,,
enterprise,heroCtaDemo,See the Live Demo,شاهد العرض المباشر,,
enterprise,heroCtaPilot,Request a Pilot →,طلب برنامج تجريبي →,,
enterprise,heroSub,"DynamicNFC transforms premium NFC cards into private buyer portals — bridging the gap between anonymous digital traffic and named, high-intent prospects ready to commit across mega-developments and branded residences.",تُحوِّل DynamicNFC بطاقات NFC الفاخرة إلى بوابات خاصة بالمشترين، لتسدّ الفجوة بين حركة المرور الرقمية المجهولة والعملاء المحتملين المعروفين ذوي النية الشرائية العالية عبر المشاريع الكبرى والمساكن ذات العلامات التجارية.,,
enterprise,heroTitle,Turn Anonymous Visitors Into Booked Viewings,حوِّل الزوار المجهولين إلى معاينات محجوزة,,
enterprise,howDesc,Selected prospects receive a premium box containing a VIP Access Key — an NFC-enabled card with a personal message. The experience unfolds from there.,يتلقى العملاء المحتملون المختارون صندوقاً فاخراً يحتوي على مفتاح وصول VIP — بطاقة NFC مع رسالة شخصية. ومن هنا تبدأ التجربة.,,
enterprise,howLabel,The Process,آلية العمل,,
enterprise,howTitle,From Premium Box to Booked Viewing,من الصندوق الفاخر إلى المعاينة المحجوزة,,
enterprise,idAnon1,Segment-level Data,بيانات على مستوى الشريحة,,
enterprise,idAnon2,Generic Outreach,تواصل عام,,
enterprise,idAnon3,Marketing Optimization,تحسين تسويقي,,
enterprise,idAnon4,No Named Signals,انعدام الإشارات المُسمّاة,,
enterprise,idAnonDesc,"Someone visited the penthouse page. You don't know who, how many times, or what else they explored. The lead sits in a queue with hundreds of others.",شخص ما زار صفحة البنتهاوس. لا تعرف من هو، ولا عدد زياراته، ولا ما استكشفه. يبقى العميل المحتمل في قائمة انتظار مع مئات غيره.,,
enterprise,idAnonLabel,Anonymous Website Visitor,زائر موقع مجهول,,
enterprise,idAnonTitle,Unknown — Segment Data Only,مجهول — بيانات شريحة فقط,,
enterprise,idLabel,The Key Difference,الفارق الجوهري,,
enterprise,idTagline,Identity is the multiplier.,الهوية هي المُضاعِف.,,
enterprise,idTitle,Same Website. Same Actions. Different Intelligence.,الموقع ذاته. الإجراءات ذاتها. ذكاء مختلف.,,
enterprise,idVip1,Personal Follow-ups,متابعات شخصية,,
enterprise,idVip2,Tailored Incentives,حوافز مُصمّمة خصيصاً,,
enterprise,idVip3,Concierge Sales,مبيعات بأسلوب الكونسيرج,,
enterprise,idVip4,Named Intelligence,ذكاء مرتبط بالهوية,,
enterprise,idVipDesc,"You know he viewed the Skyline Penthouse three times, downloaded the ROI brochure, and spent 8 minutes on payment plans. Your sales team calls with context, timing, and the right offer.",تعلم أنه استعرض بنتهاوس سكاي لاين ثلاث مرات، وحمّل كتيّب العائد على الاستثمار، وأمضى ٨ دقائق في مراجعة خطط الدفع. يتواصل فريق مبيعاتك مزوّداً بالسياق والتوقيت والعرض الملائم.,,
enterprise,idVipLabel,VIP Access Key Holder,حامل مفتاح وصول VIP,,
enterprise,idVipTitle,Named Prospect — Khalid Al-Rashid,عميل محدّد الهوية — خالد الراشد,,
enterprise,modalNote,We respond within 24 hours. Your information is kept strictly confidential.,نردّ خلال ٢٤ ساعة. معلوماتك تُعامل بسرية تامة.,,
enterprise,modalSec1,Contact Information,معلومات التواصل,,
enterprise,modalSec2,Company & Role,الشركة والمنصب,,
enterprise,modalSec3,Project Details,تفاصيل المشروع,,
enterprise,modalSec4,Current Challenges,التحديات الراهنة,,
enterprise,modalSub,"Tell us about your development and we'll design a custom pilot program — 100 VIP invitations, full analytics dashboard, and measurable results within 30 days.",أخبرنا عن مشروعك التطويري وسنُصمّم لك برنامجاً تجريبياً مخصصاً — ١٠٠ دعوة VIP، ولوحة تحليلات متكاملة، ونتائج قابلة للقياس خلال ٣٠ يوماً.,,
enterprise,modalSubmit,Submit Pilot Request →,إرسال طلب البرنامج التجريبي →,,
enterprise,modalSubmitting,Submitting...,جارٍ الإرسال...,,
enterprise,modalTitle,Request a Pilot Program,طلب برنامج تجريبي,,
enterprise,navChallenge,The Challenge,التحدي,,
enterprise,navDemo,Live Demo,عرض مباشر,,
enterprise,navHow,How It Works,آلية العمل,,
enterprise,navImpact,Impact,الأثر,,
enterprise,navPilot,Request a Pilot,طلب برنامج تجريبي,,
enterprise,new1,"Named, identified visitors",زوار محدّدون بالاسم,,
enterprise,new2,Persona-tailored content,محتوى مُصمّم وفق الملف الشخصي,,
enterprise,new3,Real-time behavioral signals,إشارات سلوكية لحظية,,
enterprise,new4,"Contextual, timely outreach",تواصل مدروس وفي الوقت المناسب,,
enterprise,newDesc,Each VIP Access Key unlocks a personalized portal. Identity precedes action.,كل مفتاح وصول VIP يفتح بوابة مخصصة. الهوية تسبق الإجراء.,,
enterprise,newLabel,The Dynamic Way,طريقة DynamicNFC,,
enterprise,newTitle,Private VIP Experience,تجربة VIP حصرية,,
enterprise,old1,Anonymous traffic,حركة مرور مجهولة,,
enterprise,old2,One-size-fits-all content,محتوى موحّد للجميع,,
enterprise,old3,No behavioral signals,انعدام الإشارات السلوكية,,
enterprise,old4,Cold follow-ups,متابعات باردة,,
enterprise,oldDesc,Everyone sees the same thing. Anonymous visitors. Zero context for your sales team.,الجميع يرى المحتوى ذاته. زوار مجهولون. لا سياق لدى فريق مبيعاتك.,,
enterprise,oldLabel,The Old Way,الطريقة التقليدية,,
enterprise,oldTitle,Generic Website,موقع إلكتروني عام,,
enterprise,prob1Desc,97% of your website visitors leave without ever identifying themselves — across every project launch,٩٧٪ من زوار موقعك الإلكتروني يغادرون دون الكشف عن هويتهم — في كل عملية إطلاق مشروع,,
enterprise,prob1Icon,🏙️,🏙️,,
enterprise,prob1Title,Anonymous Traffic,حركة مرور مجهولة,,
enterprise,prob2Desc,"Sales teams reach out too late, with no insight into which units, payment plans, or amenities prospects explored",تتواصل فِرَق المبيعات بعد فوات الأوان، دون أي معرفة بالوحدات أو خطط الدفع أو المرافق التي استكشفها العملاء المحتملون,,
enterprise,prob2Icon,⏳,⏳,,
enterprise,prob2Title,Delayed Follow-ups,متابعات متأخرة,,
enterprise,prob3Desc,Every prospect gets the same pitch — whether they're an investor seeking ROI or a family seeking community,يتلقى كل عميل محتمل العرض ذاته — سواء كان مستثمراً يبحث عن العائد أو عائلة تبحث عن مجتمع سكني,,
enterprise,prob3Icon,📋,📋,,
enterprise,prob3Title,Generic Conversations,محادثات نمطية,,
enterprise,probLabel,The Blind Spot,النقطة العمياء,,
enterprise,probQuote,"Your highest-intent buyers spend weeks exploring floor plans, pricing, and payment options online. Yet when sales teams engage, they lack the one critical thing that closes deals: <strong style=""color:var(--red)"">context.</strong>","يقضي المشترون الأكثر اهتماماً أسابيع في استكشاف المخططات الطابقية والأسعار وخيارات الدفع عبر الإنترنت. لكن حين تتواصل فِرَق المبيعات، ينقصها العنصر الحاسم الذي يُنجز الصفقات: <strong style=""color:var(--red)"">السياق.</strong>",,
enterprise,probTitle,Your Sales Team Is Operating Without Context,فريق مبيعاتك يعمل دون سياق,,
enterprise,roiDesc,Success is measured by one thing: how fast prospects move from first tap to booked viewing to signed deal.,يُقاس النجاح بأمر واحد: مدى سرعة انتقال العملاء المحتملين من أول لمسة إلى معاينة محجوزة إلى صفقة موقّعة.,,
enterprise,roiFlow1,100 VIP Invitations,١٠٠ دعوة VIP,,
enterprise,roiFlow2,Private Digital Access,وصول رقمي خاص,,
enterprise,roiFlow3,High-Intent Signals,إشارات نية شرائية عالية,,
enterprise,roiFlow4,Sales Prioritization,ترتيب أولويات المبيعات,,
enterprise,roiFlow5,More Booked Viewings,معاينات محجوزة أكثر,,
enterprise,roiFlow6,Higher Close Rate,معدل إغلاق أعلى,,
enterprise,roiLabel,Why This Matters,لماذا يهمّ هذا,,
enterprise,roiMetric1Label,Higher Conversion Rate,معدل تحويل أعلى,,
enterprise,roiMetric1Sub,VIP invitees vs. anonymous website traffic,مدعوّو VIP مقابل حركة الموقع المجهولة,,
enterprise,roiMetric2Label,Faster Decision Cycle,دورة قرار أسرع,,
enterprise,roiMetric2Sub,From first tap to booked viewing,من أول لمسة إلى المعاينة المحجوزة,,
enterprise,roiMetric3Label,Identified Engagement,تفاعل محدّد الهوية,,
enterprise,roiMetric3Sub,Every tap is linked to a named prospect,كل لمسة مرتبطة بعميل محتمل معروف بالاسم,,
enterprise,roiTitle,This Is Not About Clicks. It's About Sales Velocity.,الأمر لا يتعلق بالنقرات، بل بسرعة المبيعات.,,
enterprise,shiftDesc,What if you stopped treating the website as a public brochure — and started treating it as a private experience for selected prospects?,ماذا لو توقفت عن التعامل مع الموقع الإلكتروني كمنشور دعائي عام — وبدأت بمعاملته كتجربة حصرية للعملاء المختارين؟,,
enterprise,shiftLabel,The Shift,التحوّل,,
enterprise,shiftTitle,From Brochure Website to Private Invitation,من موقع إلكتروني عام إلى دعوة خاصة,,
enterprise,statConversion,Conversion Rate,معدل التحويل,,
enterprise,statDecision,Faster Decision Cycle,دورة قرار أسرع,,
enterprise,statIdentified,Identified Visitors,زوار محدّدو الهوية,,
enterprise,step1Desc,Your sales team selects high-value prospects and assigns a personalized NFC card linked to their profile.,يختار فريق مبيعاتك العملاء المحتملين ذوي القيمة العالية ويُخصّص لكل منهم بطاقة NFC مرتبطة بملفه الشخصي.,,
enterprise,step1Title,VIP Selection,اختيار كبار العملاء,,
enterprise,step2Desc,"Prospects receive a premium box with a VIP Access Key and personal invitation: ""This card unlocks a private experience created for you.""","يتلقى العملاء صندوقاً فاخراً يتضمن مفتاح وصول VIP ودعوة شخصية: ""هذه البطاقة تفتح تجربة خاصة صُمّمت لك.""",,
enterprise,step2Title,Premium Delivery,التوصيل الفاخر,,
enterprise,step3Desc,"One tap opens their private portal — tailored floor plans, pricing, amenities, and booking tools, all linked to their identity.",لمسة واحدة تفتح بوابتهم الخاصة — مخططات طابقية وأسعار ومرافق وأدوات حجز، جميعها مرتبطة بهويتهم.,,
enterprise,step3Title,Tap & Explore,المس واستكشف,,
enterprise,step4Desc,"Every interaction — floor plan views, pricing requests, viewing bookings — feeds your dashboard in real time.",كل تفاعل — من مشاهدة المخططات إلى طلبات التسعير وحجوزات المعاينة — يُغذّي لوحة التحكم لحظياً.,,
enterprise,step4Title,Behavioral Intelligence,الذكاء السلوكي,,
enterprise,successClose,Close,إغلاق,,
enterprise,successDesc,Thank you. Our enterprise team will review your project details and reach out within 24 hours to design your custom pilot program.,شكراً لك. سيراجع فريقنا المؤسسي تفاصيل مشروعك ويتواصل معك خلال ٢٤ ساعة لتصميم برنامجك التجريبي المخصص.,,
enterprise,successTitle,Pilot Request Submitted,تم إرسال طلب البرنامج التجريبي,,
enterprise,trust1Desc,"The physical tap is the ultimate opt-in. Consent is explicit, invitations are intentional, access is controlled.",اللمسة الفعلية هي أعلى مستويات الاشتراك الطوعي. الموافقة صريحة، والدعوات مقصودة، والوصول مُتحكَّم فيه.,,
enterprise,trust1Icon,🔒,🔒,,
enterprise,trust1Title,Consent by Design,الموافقة بالتصميم,,
enterprise,trust2Desc,NFC for instant access. QR codes for universal compatibility. No app downloads required.,NFC للوصول الفوري. رموز QR للتوافق الشامل. لا حاجة لتحميل أي تطبيق.,,
enterprise,trust2Icon,📱,📱,,
enterprise,trust2Title,NFC + QR Fallback,NFC + رمز QR احتياطي,,
enterprise,trust3Desc,Sits on top of your existing systems. Enhances your CRM with behavioral intelligence — doesn't replace it.,يعمل كطبقة فوق أنظمتك القائمة. يُعزّز نظام CRM لديك بالذكاء السلوكي — ولا يستبدله.,,
enterprise,trust3Icon,🔗,🔗,,
enterprise,trust3Title,CRM Integration,تكامل مع نظام CRM,,
enterprise,trust4Desc,"Content adapts dynamically to each prospect's interests, stage, and engagement history.",يتكيّف المحتوى ديناميكياً مع اهتمامات كل عميل محتمل ومرحلته وسجل تفاعله.,,
enterprise,trust4Icon,🤖,🤖,,
enterprise,trust4Title,AI Personalization,تخصيص بالذكاء الاصطناعي,,
enterprise,trustLabel,Built for Enterprise,مبني للمؤسسات,,
enterprise,trustTitle,Privacy-First. CRM-Integrated. Zero Friction.,الخصوصية أولاً. تكامل مع CRM. بلا أي احتكاك.,,
home,badge,Sales Velocity Engine,محرك تسريع المبيعات,,
home,blindDesc,"Today, your highest-intent buyers spend weeks exploring floor plans, pricing, and payment options online. Yet when sales teams engage, they lack context. They don't know who is ready, what they care about, or when to act. This leads to delayed follow-ups, generic conversations, and missed momentum.",اليوم، المشترون ذوو النية العالية يقضون أسابيع في استكشاف المخططات والأسعار وخيارات الدفع عبر الإنترنت. ومع ذلك، عندما تتواصل فِرَق المبيعات، تفتقر إلى السياق. لا يعرفون مَن المستعد، ما الذي يهمّه، أو متى يجب التصرف. هذا يؤدي إلى متابعات متأخرة، ومحادثات عامة، وزخم ضائع.,,
home,blindSub,Your buyers are already exploring. You just can't see them.,المشترون يستكشفون بالفعل، لكنك لا تراهم.,,
home,blindTitle,The Blind Spot,النقطة العمياء,,
home,ctaFinalPrimary,Launch Live Demo,ابدأ العرض المباشر,,
home,ctaFinalSecondary,Talk to Sales,تحدث إلى المبيعات,,
home,ctaFinalSub,See the live demo or schedule a discovery call with our team.,شاهد العرض المباشر أو جدوِل مكالمة اكتشاف مع فريقنا.,,
home,ctaFinalTitle,Ready to Accelerate Your Sales?,مستعد لتسريع مبيعاتك؟,,
